content,label
但是不要让猫接触外面的脾气不好的流浪狗，猫在狗狗陪伴下长大，也就造成了对狗的警惕性变弱了，某些脾气不好的狗会攻击接近的猫，猫相比狗来说太脆弱了，不看好接近的话是致命的,3
@南宫赤枫 要是我家狗子不追猫就好了[笑哭],3
@沐橙ノ,3
猫猫去哪里了,3
我家猫也是从小跟狗长大，从小睡他身体睡到大，就算给它买了窝它还是往狗子身上躺[笑哭][笑哭][笑哭],4
猫猫咋不出镜了,3
传说之下里的音乐真的好治愈,4
[辣眼睛],4
我家也一起长大，现状就是猫欺负小泰迪，大金毛欺负猫，天天一个追一个满屋子跑[捂脸]差距啊,4
为啥这只柯基这么帅大叔的感觉[doge],4
猫猫怎么不出镜了[来古-注意],3
听到UP视频的背景音乐，这使我充满决心，所以给UP[热词系列_三连][给心心],4
哈哈哈狗叠哈哈哈双重含义哈哈哈,5
那个好心人回答一下:这是什么品种的猫？？？,3
@瑶aa_snsd 好可爱喔[保卫萝卜_哭哭],4
前几天我爸看到他仓库有一窝小猫被黄鼠狼咬死了，猫妈妈逃走了，好可怜[大哭],2
我家的手机和电视同时刷的这个视频,3
@暮? 代了[大哭]我和小贺,3
想到了和夕立时雨混在一起的雪风[doge],3
好有爱啊，温馨的一家人，慕了[给心心],4
我已经想象出了拟人版的了！！！我的两位狗狗哥哥！,4
有没有一种可能其实他就是修勾[doge]长的像猫,4
@程秋秋- 呜呜呜快来快来，这太太太太可爱了[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭],6
@-感叹号用户-- 好好玩呀～[保卫萝卜_哇][保卫萝卜_哇][保卫萝卜_哇],5
081,3
@偶尔躲躲乌云qwq 太可爱啦吧,4
emmmm浅关注一下，我上大学没时间养[酸了],4
@菜菜己,3
@sjy_Lawrence 好幸福的一家[给心心],3
@鸽陌枫莫疯啊 代了,3
狗咪？[脱单doge],4
猫狗贴贴，只有主人多余的世界完成了[OK],4
@ブ_ 啊啊啊啊好可爱[脸红],5
@30号周杰伦,3
@a528491 [给心心],3
好有爱啊,5
@爱花滑的喵酱,3
@-起个名真难_ 治愈,4
@banc_,3
不知道为啥看到这么温馨的画面眼泪突然就下来了,5
好像和狗一起长大的猫会以为自己也是狗吧,3
吸猫吸到狗子味，吸狗吸到猫子味[妙啊],4
猫跟猫都没这么亲,3
太可爱了！！！[大笑][大笑][大笑],6
然而事实上，ut的作者是不允许把ut的音乐用在和ut无关的地方的（但是用了也没关系）,3
二哈和他的白猫师尊演变成白猫和他的金毛监护狗[tv_doge],3
"这位家属女儿 (＞﹏＜)突发急性髓系 (。﹏。)白血病
求求大家(╯^╰)帮助这位家属的女儿（′д｀）
https://www.bilibili.com/read/cv17605831
可以点击我看详细情况(︶︹︺)76itvgf",3
哎？作者现在主页怎么只有狗子了,3
@赣天,3
不同物种的家人,4
@森林庆典小吹吹,3
@绿豆汤好喝嘛 这下不得不养狗了,4
真的很羡慕猫狗双全的家庭啊！！！[星星眼][保卫萝卜_哭哭],6
猫狗双全[tv_大哭]@迟暮归田是妙蛙种子,5
真的很羡慕猫狗双全的家庭啊！！！[星星眼],6
我是被我哥这条狗带大的，up的狗狗不狗不知道，我哥是真特么狗。[辣眼睛],4
好爱丫！！！！！,6
@WX0403,3
好有爱呀，他们从来不打架吗[笑哭],5
好好磕@橘子味的女朋友,5
@好NB的石头 woc好亲,5
好耶！UT的音乐[脱单doge],5
@栖于他的伤口之中 [喜欢][喜欢],5
His Theme好评[打call],5
@卡尔宾的冰 啊啊啊啊啊啊啊啊啊好喜欢啊啊啊啊啊啊啊啊,6
好可爱,5
@枫吹过小星星,3
@--友余 让我加入让我加入[保卫萝卜_哭哭][保卫萝卜_哭哭],4
是个让人羡慕的有钱人家,4
@马龙的小迷妹 好有爱[给心心],5
@困的晕fufu唉 以后咱们也养,4
谁在弹幕里发狗叠啊笑死我了哈哈哈哈哈哈[笑哭],6
想到了那个跟鸡一起养大的鹰的故事，好像是后来学会了打篮球吧？,3
@モンゴルの上單 [热词系列_优雅],3
没别的，就喜欢背景音乐[doge],4
@58574A,3
哇哇哇  这也太可爱了吧[保卫萝卜_笔芯][保卫萝卜_笔芯],5
@猫猫天下第一耶,3
@爱打游戏的黄 来看小可爱！,5
好可爱。两个狗狗，我可以说想到了韦斯莱双子么[脸红]也许没有那么捣蛋，但是本质一样啊,5
我家猫妈妈也很宠狗崽崽[doge],5
现实版的普洱与凯文，哈哈哈,5
猫咪:有狗爸爸在一起我就安心了[虎年][虎年][虎年],5
@W的猫咪 好可爱,5
@南折Nasuka_ 窝和泥,4
@元气少女呆毛王,3
@言午在线养生,3
@鲨鱼的小鱼 [保卫萝卜_哇],3
我们家花花就是被闹闹宠大的，花花养了10年跑了，闹闹养了15年老死了,2
好可爱好可爱啊啊啊啊啊[打call],6
狗狗都不会全压下去 怕猫猫疼[偷笑][偷笑],5
这个音乐和视频真的好配[来古-震撼],5
@真的好慢 awsllllllllll,6
好??,5
猫狗合一。,4
为什么要配这个音乐啊，虽然好听但是非常非常非常非常非常非常跳戏（果然是我听太多了吗？,2
狗叠哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，这里也能看见狗叠,6
它会不会最后把自己当狗了？！,7
这就是童养媳吗？爱了爱了[doge],5
啊啊啊@M_Royal-,6
我记得这首音乐，出自一个游戏，但是我忘记游戏名了，有谁知道吗？,3
磕了,6
@违心话h 怎么感觉好甜[喜欢][喜欢][喜欢][喜欢],5
"吁！ 叫一声
“汪唔”
[囧]",5
@不会打球的龙 这个猫咪好可爱,5
@rua布灵布灵,3
"看着看着就看到后面有一只被冷落的橘猫，
笑着笑着就发现我就像那只被冷落的橘猫。",2
喵喵要被撅了吗（悲）,4
@要炸七个小土豆,3
猫?狗?,4
@Sedative_ 太治愈了，大勾勾和小喵喵,5
敲可愛,5
@茜茜cicicctv 好可爱,5
猫:只要过得幸福，当狗也挺好的是吧[吃瓜],5
小猫咪好漂亮啊[喜欢][喜欢][喜欢],5
太可爱了[给心心][脸红],5
什么猫鸭[洛天依],4
@知然-xs,3
太可爱了，不开心都治愈了[喜欢][喜欢][喜欢]求上天赐我一个毛绒绒,5
只能大狗养小猫，大猫会欺负小狗,3
我也想@訢緔魜,3
@Monter,3
这个猫猫是什么品种的？,3
@骑着蚂蚁过河_,3
猫猫长大之后红眼睛更明显了！！好可爱? ??,5
@-命劫- 来看大狗流鼻涕,3
@猫猫吃大饼 幸福一家人,4
原来狗狗的尾巴是为猫猫准备的逗猫棒啊[tv_微笑],5
@向后摇了摇头,3
@奥丁有两只乌鸦,3
@@好想吃爆浆蛋挞 [喜欢],5
日子过的比我好。[委屈],2
@狐狗同笼怎么算,3
所以金毛是都这么可爱吗[脱单doge],4
我为什么不能变成小动物，然后和小动物一起生活[大哭],5
@Y秋沫 [惊喜][惊喜],5
是不是以前发过,3
@鹅布叽稻,3
我要看同人，快！,7
请up主千万要告诉我，三只都是公的。谢谢[滑稽][滑稽][滑稽],7
@小孟难得不饿,3
@奶盐味儿小饼干,3
这是被金毛宠大的，你试试被哈士奇宠大[doge],4
@诶嘿是柚子啊 太可爱了！看着就很幸福,5
@DarlingRandi 我就想猫狗双全,5
以后狗狗逝去了，猫猫肯定要伤心死了:-(,2
@-夏司逆-,3
@提瓦特外卖员,3
这婚可以结[doge],4
额，我妈在狗市上买了个狗和猫，几天后猫生了点病，也经常粘着狗，后面猫死了，然后狗就不吃东西了，后三天也死了，就剩原来的一只大狗了[tv_鼓掌][tv_点赞][tv_思考][tv_冷漠],2
@顾赢北,3
@废儿勒丶,3
@你头发乱了_L,3
这铲屎官是真的富啊，最少两只猫两只狗，这让我陷入了深深地怀疑，到底是什么样的收入才能hold住啊！[笑哭],4
@是cc不是oo awsl！！！！[崩坏3_幸福][崩坏3_幸福][崩坏3_幸福][崩坏3_幸福],6
@苦茶亓す 好可爱！！,5
@啦啦啦啦哈咳咳 啊啊啊啊啊啊啊啊,6
@吃遍上海每家店的面,3
我认识一个up，因为不发后续，当天晚上给人嘎了两个腰子。,1
@lyq爱cpf 如果只有一只狗狗就完美了[保卫萝卜_笔芯],2
然后它们生出了一只狮子狗。[doge],3
我以为是狐猫狗[原神_喝茶],3
我家猫也是一直跟俩狗呆在一块，行为变没变化不知道，倒是开始吃狗粮了，比狗吃的都香[doge],3
你家这猫好啊，文静，端庄，优雅。我家那位也挺好，差点就能腾云驾雾了。,4
有这样一个主人他们真的很幸福,5
教育要从娃娃抓起[doge],4
嗷嗷可爱洗了[保卫萝卜_哭哭][保卫萝卜_哭哭],5
哇～卡哇伊??*,5
@ZzzzzzzzzzWIND,3
这类视频要从小拍到大，不说动物寿命短，这份心确实很棒！,5
@cpu温度32 nixihuan de,3
@Leagenck,3
@雾撞山野间,3
@Su_打水 [保卫萝卜_哇],4
以前养金毛现在养布偶，要是他们能见面该多好啊[大哭][大哭][大哭][大哭],2
救命让我想到了夏大野和宋小厌[doge],3
@喝牛奶的小蒟蒻,3
普洱（白）和秃头邪神！[打call],4
@满曳的小屋 好幸福,5
@-楚晚宁__ @今天也在想芽芽 suki！！,5
这不就是——吗？[脱单doge]（代死我了）,5
@选选要一杯下午猹 猫狗双全,5
@夏虫语冰_Official,3
[橘猫_贴贴],4
我们家某天带来了一只小猫咪，我家金毛相见第一天就把人家整只含到嘴里去了[笑哭][笑哭][笑哭],3
我爸妈家的小猫被我家的傻二哈咬死了[大哭],2
@hi银3,3
@春霖复秋雨_ 好可爱好可爱[保卫萝卜_哇],3
家里养了只雪纳瑞，后面又带回来一直小猫，每次在我妈年轻小猫怎么咬雪纳瑞它都不生气，很宠小猫，结果后面我妈出去了，回来猫被她咬死了[辣眼睛]都是装的,2
关于我的cp逐渐远离人,7
家里毛一定很多吧[妙啊],2
好有爱@楠楠pppp,4
@什么都不会大帅批 宝贝！养狗狗也要养猫猫,5
@Mar_ovo,3
组团偷狗，哦不，再加只猫,3
一只金毛，一只柯基和一直小奶猫，这是天堂吗,5
小时候眼睛又大又圆，长大后慵懒，我懂这是被噶了后的眼神[吃瓜],3
都养三只了，也不差我这一只，我接受绝育还不行吗[傲娇],4
@吃一个小果冻hh 好可爱,5
好可爱,5
up觉不觉得自己在这个家有点多余[脱单doge],4
@废柴Akane 可爱,5
和我们家猫简直是一个模子里刻出来的[喵][卖萌],4
@不被定义的美女,3
@二十六安,3
突然想到不知道为什么从没有刷到过狗在猫旁边长大的视频[思考],3
@米帝娜迦喝可乐,3
@为什么不成环,3
这么好的主人，他们很幸福来到这个家，要乖乖听主人话啊 不要乱跑,5
口是心非温柔爱而不自知傲娇霸总×懵懂天真爱闹撩而不自知娇气包联姻对象[星星眼][星星眼],5
@北岸初晴樱 @别吃了WBX 这也太有爱了,5
@一群小面包 好可是[2233塔罗牌_AWSL],3
活泼粘人的小猫咪我可以！[星星眼],4
"猫：旺旺喵！
狗：喵旺旺？
主人：(=?Д?=)",4
有没有大佬和我解释下金毛可以和小动物一起养吗？[笑哭]听过好多不好的案例,3
要是这只猫没有头上那一撮灰就更好了，纯白，可能是生的时候没墨了[doge],3
谢谢，给你纸，给你笔，接下来就不用我说了吧,3
@过劳死英雄-废渣MAN,3
@万丈秋野,3
以前我家也有一只奶猫和我家狗一起长大的，关系不要太好，猫咪经常躺在狗子怀里晒太阳，可惜没两年狗子在外面玩被人下毒毒死了，全村都知道是谁干的，就是没证据，从那以后我家猫可以说是性情大变，很凶，对新养的狗又抓又打，前年也死了,2
@雨落優伤 [星星眼][星星眼][星星眼][星星眼],3
幸福的一家哈哈,5
我（上台）（整理领带）（仪表堂堂）（清嗓子）（开麦）：好可爱!（掌声哗然）（聆听掌声）（鞠躬）（潇洒）（谦逊）（踩着干净的皮鞋离开）,5
想问一下性别以及有什么办法让猫狗相处的好,3
@看视频的Z,3
UT好评,4
这是有一只大橘头也不回的走了过去[doge],3
@董董董某人,3
@昭昭待月出,3
@专业偷猪贼-,3
@凤梨落雪碧,3
@konodaki_ 小公主和骑士！,3
@哲一,3
好可爱@给爷来件裘皮大衣,5
光是看着我就已经幸福死了,5
@我是一头攒死 代了代了,5
@老咸鱼骑士,3
最好的配置就是大狗带小猫,3
@DD得A,3
好幸福,5
大家庭啊！贴贴好暖心,5
不是说金毛嫉妒心很重么,3
哈哈哈 我家也是一样哦 很和谐 谢谢狗宝贝的宽容 我家是橘猫?两只白色小狗 （比熊+博美串串）跟up家的颜色相反[tv_微笑],4
@斯雷因Slain 理想状态 爱了爱了 图图能这么教会露娜么？呜呜呜 我看悬啊,4
还有一只猫猫是无法融入集体吗[吃瓜],3
看多了猫狗双全鸡飞狗跳的家庭 看它们这样好感动啊[大哭],5
合着你家猫也成精了,3
[大笑][大笑][大笑]太棒了！,6
[星星眼]谁不喜欢和聪明可爱的修勾贴贴呢,5
魂穿up，太幸福啦！[给心心],5
骑上大金毛去驰骋疆场吧,4
怎么感觉看过啊[doge],3
羡慕[热词系列_我酸了],5
我那狗天天出去找猫,3
@回溯春秋,3
@亢语山 dy也@你了，不过你不看dy,3
@爱画画的猫回 快看小可爱们。,5
金毛怎么可能会喜欢小动物，这是只假的金毛。,2
弹幕谁说的狗叠啊哈哈哈哈哈笑死我了无处不在乙游人,6
??,3
猫有自我认知障碍,3
我这里有瘦肚子秘籍，想拥有小蛮腰的宝宝??也抽空看看我的视频吧??,3
我的天看了五遍太萌了@yyyujk,5
@苹果核AA,3
想知道那個機器是什麼,3
第一眼看标题 我还以为是被被子养大的狗子长什么样,3
@ji叽复叽叽 太可爱了,5
看上了up主的不锈钢餐具啊 求链接 ！！！,7
@鬼鬼鬼郭嘉 嘿嘿 嘿嘿嘿嘿,6
猫的眼睛,3
真的好可爱啊,5
我就要过这样的生活！@准备剃眉毛,5
太幸福了,5
萌得我一脸血呜呜呜呜呜太可爱了啊阿啊好治愈??,5
好棒,5
@北上清云,3
好可爱！！！！！！n,5
千万播放！！,5
好可爱啊！！！,5
狗子带大的孩子不挑食,4
好甜[星星眼],5
我的妈呀好可爱啊[脸红][脸红][脸红][脸红],5
我靠，好羡慕啊，我也想同时拥有狗子和猫咪[星星眼],5
两只猫,3
卧槽千万播放了,7
首页通知书[脱单doge],7
我家小猫也是在狗子身边长大的 从小到大一直欺负我家狗子[笑哭]但是我家狗子一点都不反击,3
猫猫会不会认为自己是狗啊[思考],3
先养狗狗再养猫，好的学会了[奥比岛_点赞],4
@黃昏有畫意,3
卡哇伊[脱单doge],5
镜头外的一只失去了存在感,3
@とおさか0_,3
太治愈了！！！[保卫萝卜_哭哭],5
这个世界太疯狂了，狗子都当猫妈妈了,3
@桃浪叁V,3
阿弥陀佛,3
气死我了，我家也是从小一起养长大的，虽然不打架，但是我家猫从来都不爱叼我家的狗[大哭][大哭][大哭],3
我们家大橘也经常趴在金毛身上睡，整体一个色儿,3
太可爱了，快告诉我你家在哪里，我要去偷，额～不对…拐骗…拐带…拐……不管啦，我就要它们[点赞],5
太甜了,5
同学家的猫叫狗子,3
我不是来拆散这个家 我是来加入这个家的[喜欢],5
[保卫萝卜_哇][保卫萝卜_哇][保卫萝卜_哇][保卫萝卜_哇],5
@黎明Apostle,3
为什么有的狗子和猫天天打架[doge],3
为什么我脑子里会突然蹦出来生殖障碍？,3
整挺好[微笑],4
@姜太公来钓我 啊啊啊啊啊啊啊啊好乖啊,6
bgm一起我以为自己闹钟响了，浑身ptsd,3
太有爱啦,5
慵懒度日赛狗,5
因为这首音乐所以三连[脱单doge],5
@老jellyfish了 看这个！,3
@小腊吉 老公没找到你的艾特啦 不过猫猫狗狗不就是咱俩生活[喜欢],5
可爱到流鼻血,5
86.7万……,7
@小舟有欧气 太可爱了[大哭],5
我家以前养了一只母狗，一只小猫，那母狗确实把小猫当孩子了[微笑][OK],3
??：乌~~~汪！,3
@五色碗对作业恨之入骨,3
@niice明 [tv_害羞][tv_害羞],3
好幸福好幸福,5
好可爱,5
好可爱[惊喜][惊喜][惊喜],5
每次看这种宠物视频的时候都会感叹：人不如猫狗,2
这小猫好可爱呀！,5
我居然磕了猫和狗的cp[喜极而泣],5
温馨的一家,5
@15731845 救命，好乖,5
好羡慕！,5
这个饮水器怎么做的！我好爱的感觉！,5
我家狗上去闻一下猫猫，就被打了好几个大笔兜,3
跨越物种的爱？[疑惑],3
《狗里狗气》,3
哇，以后先养一只狗，养大了后再让狗养大一只猫，这样的猫猫肯定脾气巨好吧？[笑哭],4
怎么可以这么温馨可爱啊好喜欢,5
好可爱@哇大柚子,5
@黄瓜不吃饭 看看看,3
好喜欢猫猫狗狗[脱单doge]除了掉毛有点难受，可惜我自己都养不起，更别说猫猫狗狗了,2
@真的不喝可乐吗 好可爱,5
@白昼清醒梦,3
我家狗和猫咪前后脚来我家的，五年了……还在打[热],2
@泡椒q 理想生活[星星眼],5
我们五个能不能在一起[脱单doge],5
@花间明耶,3
[鼓掌],4
爱,5
@便利贴好啊 唔！太乖惹,5
小魔仙,5
萌萌哒,5
@顾沫酱酱酱 太可爱了,5
可爱捏,5
二哈和白猫,4
幸亏是金毛啊[捂眼],3
金毛到一定年龄之后就呆呆的,3
啊，好想拥有,4
太喜欢了！！[保卫萝卜_哭哭],6
救命，我可太爱了,6
有组队偷猫的吗[嗑瓜子][嗑瓜子],4
@plus迅猛龙 快来看看咱儿子和女鹅,5
我家狗和猫天天互相玩尾巴，狗子尾巴上的毛都快被薅没了[喜极而泣][喜极而泣][喜极而泣],5
@小扬爱吃糖_,3
狗狗好乖猫猫活泼可爱,5
和我家猫好像，好像白猫头顶都多少带撮黑[笑哭],4
在写了在写了,3
@磊克似班纳密抹抹十腊 太可爱了[大哭],5
好可爱啊！满满幸福感！这就是传说中的别人家的,5
真好,5
这个猫的棕红色瞳孔感觉很特殊[doge],3
睡觉的样子好搞笑哦,5
好可爱,5
谁说的普洱！！！,7
这个背景音乐,3
唉，迟早会面对那件事的,3
哈哈，狗里狗气的咪。[脱单doge],4
柯基好纯,4
这个曲子我真的会哭啊……我真的会哭……,2
我好想要啊[给心心],4
[脱单doge],4
我看过他们,3
@小风睡不着_,3
@Unraveling_,3
@她爱着大海11,3
被狗子冲大的小猫咪超可爱的,5
@山骓 这也太暖了,5
@爱吃肉包子的印度人,3
临清狮子猫吗,3
他们喜欢什么颜色的麻袋[doge],3
治愈，太温馨了,5
@同学你好你需要报警吗,3
我觉得挺好的，但我想了想得往跟人养，觉得麻烦，没在想养了。,3
我看成了被太子宠大的小猫咪[妙啊],4
@望江居stars,3
换个哈士奇试试[脱单doge],3
@Catsayerasd丶 呜呜呜呜,4
@咕叽咕叽鸡肉酱 贴贴,5
三只都超可爱,5
吃青菜的猫猫让我想到了大耳朵图图里面的小怪[脸红],5
呜呜这个超可爱@碧梧青竹凋且僵,5
金毛:今日份催产素,4
@卡卡囗 @喵句话呀 哈哈哈哈哈好可爱！,6
我可以接受四个人的生活[藏狐],4
BGM：传说之下,3
它好像知道自己很可爱????好想rua，太可爱了吧，大金毛和小猫猫,5
这只小猫咪被狗带大的，那么就叫她猫狗狗吧[doge],4
@ninepercent-龙之梦,3
霸道狗子和他的小娇猫[脱单doge][脱单doge][脱单doge],5
@Gadenlily 卡哇伊??*,5
让我加入这个家！[大哭][大哭],6
狗子流鼻涕了,3
狗越猫了，猫越狗了,3
我好喜欢这样的场景[不问天_大哭]不过更喜欢大的是猫，把狗子从小养大，狗子犯二的时候直接一套喵喵拳打上去[不问天_大笑],5
像极了二哈和他的白猫师尊，而且还是两只二哈，救命[笑哭],5
他们感情真好，哪像我家的这两只，[无语]每天干架要干掉好多毛,4
大猫和小狗就是不一样的场景了 大猫能把小狗给玩死[辣眼睛],3
@鹭e,3
金毛真的好温柔[给心心],3
也只有金毛有这么好的性格了，基本上猫狗和睦的都是金毛,3
@你的谎言那么动听,3
我家那只小猫也喜欢一直黏着我家狗,4
但是，猫当不吃肉的话会瞎的。,3
狗狗叠在一起的时候谁发了个狗叠哈哈哈哈哈哈哈操,6
好可爱！呜呜呜呜呜呜~,5
@Misa安瑾染 治郁,5
我真怕它汪一声。。,4
，，，为什么这个狗不会一口闷[脱单doge],4
[虎年][虎年][虎年][阴险][干杯][干杯][来古-呆滞][来古-呆滞][来古-呆滞][原神_欸嘿],3
好可爱啊,5
@托付科幻 @叶柒程 狗叠[doge],4
逐渐犬化,3
太太～看看～饿饿～磕磕～[我家大师兄脑子有坑_期待],4
想当年，我看二哈和他的白猫师尊的时候想象的画面就是这样子的……[笑哭],4
我一开始想到的是二哈和师尊。但是后来一想二哈也没有嗯，所以嗯,3
太可爱了吧[星星眼],5
@刘队长 可爱死啦,5
音乐是我们的上课铃[笑哭],3
说实话，狗子真的是很神奇的动物，它们能和很多动物交朋友，它们喜欢和其他动物一起玩。除了人类和狗子之外，没有其他动物能做到这一点[脱单doge][脱单doge][脱单doge],3
首先狗子性格要好，不然不可能有之后的剧情的[doge],3
"时雨  雪风  夕立
[doge][妙啊][doge]",3
前提狗不能是二哈[脱单doge],3
@shivennn,3
@Shivenn,3
叠狗头好可爱[给心心][给心心],5
好可爱[星星眼],5
让我加入它们仨吧，我想跟它们贴贴[保卫萝卜_哇][保卫萝卜_哇][保卫萝卜_哇],5
感觉像猫妹妹，有两个狗哥哥[给心心],5
和谐共处,5
咦咦咦，好可爱啊,5
我在想啊，等狗死了之后猫得有多伤心[捂眼],2
@少主今天砸墙了嘛 [脸红][脸红][脸红],4
@KU753,3
喵喵：举举，柯基：抱抱，金毛：高高,4
异类狼娃,3
它的眼睛是红色的耶,3
要相亲了吗？那么粘,5
我家狗子见到猫就叫，猫见到狗就爬高，俩人现在在两个房间王不见王。喵叫狗也叫，狗叫猫也嚎，狗子三岁了，猫才三个月啊！！！,3
代了，kswl,3
@Euphoria倥偬,3
啊啊啊啊好安逸啊[滑稽]@折折折折折折叶,5
这是什么猫[保佑],3
互相影响～～,3
曲对币有,3
为什么人家的猫和狗在一起这么温馨？而我家的一见面就开始互撕。,3
一片祥和,4
太可爱了吧！！！！！！！！！[脱单doge][脱单doge][脱单doge][脱单doge][脱单doge],6
好有爱,5
太有爱了！！,5
金毛是这样的,3
这个我突然想到了什么，但是我又忘了,3
@骡椤子 好喜欢[给心心][给心心],5
只要够可爱，姨姨们根本不在乎CP是不是人,5
@菌菌ono,3
十几年前看过类似一幕，那时我家养了条母狗，叔家刚领回来小猫，它就趴狗身上喝奶平时也是坐身上午休，那刻觉得挺有趣,4
我家的也是，狗已经五岁多了，猫才三个月大，混熟了过后猫就特别喜欢去薅狗的尾巴，狗呢，也不会对猫发脾气，哪怕刚见面的时候猫再凶，也只会乖乖在旁边待着，一直看着小的,3
喵好可爱哇[来古-震撼],5
可惜了[doge]生殖隔离[tv_doge],3
@英俊大饼夹葱,3
up一定给了它们足够的温柔吧,3
可爱捏,5
太治愈了[喜欢],5
@落风中,3
都好可爱吖[星星眼],5
His Theme,3
@today宜闪耀,3
啊啊啊啊 太好磕了怎么办,5
@浪漫没有边界,3
人生赢猫,4
好有爱呀,5
凯文和普洱,3
好可爱,5
这是什么幸福之家,5
这??用的碗和我家一样的[哦呼],6
@雾山五行之水行boy,3
哈哈哈狗叠哈哈哈双重含义哈哈哈,6
好呆萌好可爱,5
@我的猫不爱我TT,3
取对了必有了，而且这些宠物好可爱。,5
很q很q,4
狗里狗气,4
这猫给俺来一窝,5
治愈,4
[微笑],4
掉毛怎么收拾啊[大哭],3
@是彦祖哥哥呀,3
太幸福。,5
好有爱呀,5
@一如西祠,3
幸福…,5
关于我刷到的这个视频和上个视频内容毫不相干，BGM却一模一样[笑哭][笑哭][笑哭],5
@坠入奶茶河 好阔爱[给心心],5
呜呜呜杀我[星星眼][星星眼][星星眼],5
原来教育是讲究方法的呀,3
呜呜呜～梦想啊[来古-呆滞],4
狗叠哈哈哈哈哈哈哈哈[脱单doge],6
这是什么品种的猫咪呀，太可爱了,5
@当归-沐沐 好可爱[给心心],5
怎么狗喵狗喵的[打call][打call][喜欢][洛天依]@深海小肉丸 @一头胖鸽子,4
@取一名字六个币 我化了[来古-注意][来古-注意],5
一个月花费多少呀，我也想养狗子，就养一只。,3
这是……狮子猫？,3
传说之下音乐好评[doge][支持],4
轻置尊臀蹲个文[脱单doge],3
@Angel韩宝 @Lameld @忽而下雨 ！！！！！！！,3
跨越种族了啊[吃瓜],3
可爱[鼓掌][鼓掌],5
@珂君家的猫,3
妈呀 太可爱了吧[保卫萝卜_笔芯],5
金渐层：就当我不存在吧,4
@小杨小杨就要张扬 @胡小满,3
兄弟们，我准备写小说了。[doge],4
呜呜呜呜呜呜它好可爱(?? 3(???c),5
狗子是二哈就更好了,3
虽然看得很温馨，但我还是想说，我真怕小猫咪突然汪一声[脱单doge],4
