content,label
这才是百大up主的水平，那些天天整尬活的up主就算了吧[藏狐],5
加油！奥利给！哈哈哈哈哈,6
你是怎么说服猫和老鼠给你拍戏的？,5
大片啊！！！,5
我只希望up能把鼠鼠继续养下去，不要拍完就丢了，因为仓鼠很便宜所以遗弃率蛮高的,5
加油！奥利给！哈哈哈哈哈,6
这只猫和仓鼠的演技也太好了吧，不过那些制作机关，开车，投掷，烹饪等动作好像只有灵长类动物能做到，它们没有手指是怎么做出来的?[思考]你说有没有可能，有人类在做后台工?,5
这片子牛爆了。音乐和片子贴合的天衣无缝，令人沉醉其中。两位演员的表演也是形神兼备，尤其是猫咪发现小老鼠的心事以后，那种从凶狠逐渐软化的眼神，那种同病相怜惺惺相惜的目光，充分反映出了小猫的心理活动，也显示出小猫表演的功底。片子的制作人也很棒，各种特效，道具，场景的安排别出心裁，独具匠心，给小猫小鼠营造了一个充分发挥的好舞台。,5
我体会到了，咱们观众不是不爱看恰饭视频，只是不喜欢敷衍[doge]，是吧鸽子,6
这才是高质量百大，那些不要笑挑战是什么成分,5
那必须是我了,5
年更up年前赶业绩[doge],5
既然都给好望水打广告了，为什么不找鹅姨来当猫和老鼠里的女主人[嗑瓜子],5
"我以为奶糕帮老鼠求婚做蛋糕，然后最后老鼠会成为奶糕求婚的蛋糕[doge][笑哭]
是我人心险恶了",5
好标准的猫和老鼠剧情套路，用心了！,5
这真的是我投两个币可以看的视频吗？？？,5
不得不佩服up的脑洞，每次视频从创意到制作都好绝，质量拉满,5
糕质量！！！,5
鼠鼠才不是舔狗，人家都要求婚了，只有糕糕才是[大哭],5
某些百大进来学习了，什么是敬业，别整什么憋笑了,5
真的好厉害@Nessafton,5
@把阿英娶回家 [大笑][大笑],5
@偄豸乂乀 你看过这个没有！,5
@一抹ジ剑仙 老夫的少女心,5
@-慕宸- 泪目了,5
@小田才没有摸鱼 有意思😘,5
我真的，奶糕的视频没有一期白嫖，这种质量，白嫖的话我真的会愧疚[跪了][跪了][跪了]（老白嫖怪发言）,7
是大制作呀，属实是宝藏up[热词系列_妙啊],5
什么时候把没用的主人赶出去[鼓掌],5
怎么一只小鼠鼠都这么有演技啊[大哭],5
《猫和老鼠》大电影不是奶糕拍得我不看[doge],5
"看到弹幕说“还有植入”感觉还挺感动的，觉得up的作品得到了大家的认可
个人感觉“植入”跟“恰饭”还是不同的，植入是你的作品有内容有核心，广告只是锦上添花，是可替换的；而恰饭就是围绕产品做扩充延伸，很多时候是内容迁就产品，观感就很不好...
期待up新的一年带来新的作品（也要注意身体哦）
btw.奶糕超～可爱!",6
没想到22年还能听到料理鼠王的音乐，做蛋糕那段致敬看的好感动[tv_大哭][tv_大哭]，，推荐给大家，电影我都三四刷了，很好看[保卫萝卜_笔芯][保卫萝卜_笔芯],5
这次真的特别特别特别特别尤其的好看！！！剧情特效配乐都好好！！！！时长也感人！！！up辛苦了！！！！以及这次是不是在做蛋糕切草莓那里加了点定格动画呀？效果不错的！希望up多多尝试！比心！！！新年快乐！！！,6
up主的作品每次看完了都觉得投两个币都像在白嫖[妙啊],7
高质量我已经说累了，每次还是被震撼。我甚至觉得比迪士尼好看，这是真猫真鼠呀。这样的广告谁看过不得称赞一下呢[支持]2022祝继续保持高质量创作！会一直关注的！加油！,7
奶糕奶糕我的宝，你可算是更新鸟～,5
仿佛就好像是近乎半年都么得更新了……[难过],5
"构思精巧，画面精美，节奏流畅，细节拉满
高质量猫片！！！
大制作啊！！！泪目了我太爱这个视频了！",5
明明三连了还是有种白嫖的罪恶感[捂脸],7
太牛了吧真的真的我说奶糕是萌宠区技术流一哥不会有人反对吧[大哭],5
进B站这么多年，头一回觉得3连了之后还是有白嫖的感觉[难过][难过]，可以不可以无限连,7
给我家猫看了，他说不可能，绝对不可能,5
不三连我感觉都对不起up这么用心的创作,5
你又在翻评论啊，彦祖[脱单doge],5
[doge]就是有点好奇，是不是音效轨道屏蔽了忘记打开了,5
还有好多人在看耶[Cat2_FallInto!],5
真的是难得一见的高质量视频，这币投了,5
我家的汤姆和杰瑞看了说是摆拍[藏狐],5
这期拍得有动画电影那味儿了[打call],5
想知道拍这样高质量的广告需要多少费用[热词系列_知识增加],5
其实是鼠鼠自己的自恋女装照挂一墙，奶糕上当了[热词系列_知识增加],5
想看花絮[保卫萝卜_哇],5
这广告血赚了，我还没见过恰饭到千万的视频[tv_doge],5
"世上本没有up，nb翻了便成了up
                                           ——鲁迅",5
《一个视频，让我关注了一位up》[doge],5
一般剧情最后是反转，比如最后甜7发一条消息，我想吃老鼠了。这个时候奶糕忽然看了一眼老鼠，老鼠一呆跑了。然后缩圈黑屏，在结束语![OK],3
真的质量太高了，每次都是不三连会内疚的程度！,7
插画能求个原图做壁纸吗[惊喜][惊喜][惊喜],5
这个视频刚发的时候，我还在放寒假。现在，我已经毕业了,5
甲方真是赚大了，比广告公司拍的还好,5
谢谢你，拍的太好了。让我觉得人间值得。,5
呜呜呜太好了吧，拍的那么朴实无华确实我这辈子觉得最惊艳的宠物视频了[大哭][大哭],5
凌晨3点。，一千多人和我一起看猫猫和老鼠[藏狐],5
点进来之前，我在想这个宠物区up怎么会有130W粉，看过视频我才知道，原来有东西的啊,5
@苡海湾 @浠若自然 [喜欢]受不了了,6
推荐个up捏@手机密码被猜到了 [吃瓜],5
这些小道具之类的细节真的好细啊[支持],6
配乐和画面都好奇幻，有种迪士尼和哈利波特的感觉,7
有没有一种可能，这个是当年猫和老鼠真人版未公布的预告片！,5
@大收藏家劲夫 来收藏到鼠鼠的救赎了[doge],5
这种才是值得我们投币点赞转发的作品，而不是那些天天动不动就喊着求求一键三连的,5
麻辣个叭子的小时候看1小时看广告插播半小时电视剧时要都这么有创意我也不至于换台啊 ！[热词系列_锤],5
投了币都感觉自己是在白嫖[藏狐][藏狐],7
还以为糕糕会和tom一样被整还好没有[笑哭]爱糕人士给个好评,6
就没见过质量这么离谱的宠物类作品[脸红],7
这也太牛了吧，想达到up主这水平需要学多少年啊,5
这大片既视感。。。。。赞一个！！大家新年快乐！！,5
这视频质量高到离谱[热词系列_知识增加]这不得整一个每周必看,7
不是恰饭嘛，链接呐，老子要买十箱[吃瓜],5
我什么时候关注的这个up主？[doge],5
呜呜呜奶糕我好想你，你爸爸啥时候更新啊？哪怕是发点短短的小动态也好，让我们知道你们一家还好好的[奥比岛_委屈],5
不看评论都不知道还有广告没发现啊[笑哭],5
"感谢@造物师老王  提供的扑克牌发射器.
感谢@TTTransistor  画的插画.
视频拍的我快秃了，被两个演员害惨，希望有个圆圆的东西.
视频里的食物除了过期的都吃掉了.[doge][doge]",6
这次的特效和创意真的绝了，泪目[大哭][大哭][大哭][大哭][大哭],7
新宠物？,5
"这就是年更UP主的魅力吗[热词系列_知识增加]爱了爱了。
点开之前我以为是猫、和、老鼠
点开后我才只是原来是真•猫和老鼠[热词系列_知识增加]",5
众所周知，《猫和老鼠》有一部三次元纪录片[虎年][虎年][虎年],5
"我都不知道我什么时候三连的[囧]
不知不觉没意识地三连了[支持]",6
这质量我震惊了，某些镜头有电影的味道了,5
这流畅的画面，完整（虐狗）的剧情，猫和老鼠毫无违和感的动作和表情，UP好才能[支持]好望水好眼光[支持][热词系列_知识增加][热词系列_三连],6
事实上看个视频说老鼠可爱就行了别在现实里觉得老鼠可爱。之前我家里有老鼠夜里在我的屋子里咯吱咯吱的啃我的书，主要你还逮不到它，我直接失眠了半宿（）[保卫萝卜_哭哭],6
原本以为是单元剧，没想到是连续剧[doge][傲娇][傲娇][傲娇],5
好家伙，还是部连续剧[热词系列_知识增加],5
不敢相信从剧本、镜头、道具、拍摄，还要后期剪辑要花多少精力才能完成这样一个作品，而且画面配乐节奏都很完美太感动了[大哭],5
你已经半年没更新了[doge],5
其实以后B站可以单独设个广告区，广告商自主投稿，根据播放量要广告费[doge],5
洗澡时洗着洗着，突然想看奶糕，才反应过来这好久没更新了啊，奶糕！！！没有你我怎么活啊奶糕,5
好酷啊跟动画片一样,5
不管是制作画面调度还是特效音乐等等全都恰到好处，实在是很佩服，还有看得出来制作的人充满了童心，谢谢你让我看到你眼中的世界,5
猫猫没想过后果吗，俩耗子结婚生子会生出更多的耗子[呲牙][doge],5
我家的猫说这是摆拍[藏狐],5
"我到的时候，评论数就是3999。
不凑个整数，真是过不去。",5
绝了，文化限制了我的发言，但是绝了,7
震惊!!！某一百万粉丝的up竟然刷出了100万粉丝up的播放量!,5
这期直接好高！！！,5
从各方面来说都很牛@日暮淮川 @岁暮归远,5
要是电视上真放这个我还开什么会员免什么广告,5
我感觉投币还是对不起这么高质量的视频,5
一顿饱饭和长期饱饭还是分得清的[妙啊],5
这不比料理猫王的视频有营养多了？投币了,5
爱了爱了[藏狐]今年看到质量最高的视频,5
@策划大师孙空空 同样都是广告 看看人家,5
道理我都懂，可是你是怎么说服猫和老鼠给你拍电影的[doge],5
昨天看了这个视频，晚上做梦都是在rua仓鼠…,5
高，质量实在是高！三连不足以表达我的喜爱，所以我要献上我在B站的第一次转发[打call][打call],5
唉，TNND，为什么现在的猫不抓老鼠,5
料理鼠王的主题bgm！！！[打call],5
能不能多来点金主爸爸呀？我想看下一个视频诶，不想再等三个月了[星星眼],5
年更up主（临近过年才更新一下的up主）[doge],5
半年过去了，up你在哪里,5
"在这里摆一只小猫咪 大家可以摸摸它
　／l、 
（ﾟ､ 。 ７
 　l、 ~ヽ
　じしf_, )ノ",5
虽然第一次看你视频，但是质量实在太高了，所以我在你别的视频里面也投了币，铁汁们我做的对不对[doge],7
榜上前三的都是我厨的。。。可惜了奶糕[捂眼]如果不是万恶的mhy一个能榜一吧[捂眼][捂眼]年更up,5
鼠鼠我啊，最喜欢这种mao片了[doge],6
后面那一段参考的料理鼠王，这部电影我看过几十次，非常好，非常熟悉，必须点赞，可惜我现在没有币了，不然一定[热词系列_三连],5
这就是别人家的恰饭，没有对比就没有伤害[虎年],5
牛牛牛牛牛牛！不对，虎年了，虎虎虎虎虎虎！,5
其他都挺好，就是现场打光问题需要注意一下。冷色调的光，后面没有补暖色,5
你这也做得太好了，我太喜欢奶糕了[保卫萝卜_笔芯],6
本期看点：舔猫与舔鼠，相遇到相知[热词系列_爱了爱了][热词系列_三连],5
本来到了五级就像白嫖的，但是我的替身疯狂投币却忍不住发动了,7
人类高质量广告，不说了买两瓶试试好不好喝去,5
呜呜呜太棒了！！！好想搬到外网让外国友人也欣赏一下,5
我和糕糕结婚了 大家快来领喜糖[给心心],5
视频里的食物除了过期的都吃掉了,5
猫和老鼠“真人版”,5
奶糕演的太好了，不如就把这只鼠鼠奖励给他吧[星星眼],5
刚好1314万播放，留念[脱单doge],5
这就是24视频但是百万粉up的魅力吗,5
195在看，大家都是新视频来的吧,5
我的妈，不三连天理难容，一年不开张，开张吃一年,5
五个月了，还没更[大哭],5
马上快七月了[大哭][大哭]这个视频我都快背上了,5
年更区up，我真的好想奶糕！[大哭],5
五个月没更新了,5
这么厉害高质量的短片居然是一个广告 就离谱,7
唯一愿意关注的年更up主,5
太绝了 感觉实拍和原版猫和老鼠又有一种不一样的风味,7
我去，还以为下象棋会是第一个破千万的，这个劲这么猛啊[热词系列_知识增加],5
才发现一千多万播放量了[热词系列_知识增加]好厉害[给心心][给心心],5
我感觉很好看所以我把我们家楼下小卖铺买断货了，兄弟们我做的对不对[脱单doge][脱单doge][脱单doge],5
讲道理我看到奶糕戴上食神帽子要设计求婚蛋糕的时候我真的以为他是想起来自己的女神，想要把仓鼠做进蛋糕，像藏求婚戒指那样向女神求婚……[笑哭][笑哭],5
虽然我早就知道我不如猫，没想到，我现在老鼠也不如[脸红]真是太好了,5
真的太棒了！一键[热词系列_三连]之后还是感觉自己在白嫖,7
这视频告诉我们一部剧的好坏与明星无关,5
贴贴！！！,5
@华纳，进来学真人版怎么拍[藏狐],5
猫和老鼠真人版要是拍成这样直接奥斯卡[藏狐],5
设计好好，摄影好好，特效好好，猫猫好好，鼠鼠也好好[热词系列_知识增加],5
有狗在屏幕前看猫和老鼠，是谁我就不说了叭[脸红],5
质量高的离谱，有金主爸爸要投广告的不要犹豫了哈。[脱单doge],7
这质量广告，我只能说是真的牛逼，金主找到行得了,7
为什么！为什么不三连！三连，三连啊！不三连是吧，不三连，不三连我就关注！,5
这视频技术含量太高了，非常有创意[支持],7
太梦幻了……想象力极其丰富，如此高质量的视频恐怕费了不少功夫，祝新年快乐！！！[2022],5
金主们快来看看这个up吧我只是想要他更视频,5
新的一年，祝奶糕和糕爸健健康康开开心心平平安安 ！！！[脱单doge]能保证季更吗？[doge] 要求不高了真的[doge],5
看视频的第五秒，我就知道硬币保不住了,5
猫和老鼠剧组不请你拍大电影我不是很认同,5
想法很新颖，很有创意，质量也好高！三连了！这是你应得的！[打call],5
我超我傻了吗，小仓鼠香香软软的和猫猫好磕啊[脱单doge],5
本视频没有任何动物受到伤害[doge],5
用心了用心了低产高质[热词系列_你币有了],5
6级之后都忘记一键三连这个东西了，这个视频让我重新想起！太厉害了啦[惊喜],5
呜呜呜果然以前设置了特别关注是没错的,5
动作指导：汤姆，杰瑞,5
剧情跌宕起伏  把刚和老公吵架的我逗笑了  可是之后就哭的稀里哗啦  大家都在追求完美的爱情 而我只是想让他心里有我 怎么就有些难呢,5
视频质量太高了[点赞][点赞][点赞]，我觉得投币up都亏了！还有这个老鼠怎么会这么配合，奶糕是养的！那老鼠呢！！！老鼠是怎么能这么配合的[笑哭],7
依旧高质量的好看，多接点广告谢谢,5
这不比猫和老鼠大电影好看？？？,5
这种广告请投放电视[doge]，我反复观看,5
不是，你怎么今天就把视频更了啊，你让我今年怎么过啊[哭泣],5
金主快来看看我们糕吧！！！！质量高稳赚不赔啊！！！！[狗子],5
年更up又来啦[doge],5
好耶，又是想不出骚话的一天，那就祝大家虎年大吉吧[热词系列_知识增加],5
猫和老鼠有游戏,5
为什么参演者是只小鼠？为什么不告知南方鼠来玩玩？,5
好好呀[星星眼]，最后那幅画一出来，好好看[打call][打call]，up可以私吗，想打印出来作纪念@奶糕成精档案社,5
22年1月 好家伙真是年更  [笑哭],5
up是如何做到让老鼠和猫咪演的[妙啊][妙啊][妙啊],5
质量真的好高，超级好看[打call][给心心][给心心][给心心],5
把自己代入老鼠突然就觉得好害怕啊[脸红],5
这才是百大的含金量，看几次都好看,5
太绝了，B站居然能看大片了,7
up登上今年的作文素材初中版4了2022,5
我赌这个视频上入站必刷[热词系列_吹爆],5
7.2号了[藏狐],5
这个up已经失踪5个月了，不会出啥事吧[笑哭][笑哭],5
做的太好了，我好感动,5
好家伙，这个运镜取景后期和构图都太成熟了 ，感觉到了致敬料理鼠王！我超爱这部片子！[打call]金主这广告花的值！！！！,5
一个多月了是不是该……[doge],5
每天来看看到1kw了没有（顺便刷一遍），这个视频的点赞投币量让我觉得up主24年才会更新了[doge],5
[冰墩墩]朋友们，这个好治愈,5
（1451.4）万播放,5
"好厉害的 UP主
期待下一作品",5
谁能想到[脱单doge][妙啊],5
我都有,5
"投币指标高到离谱
看都没看直接三连俩币的人就是我[奋斗]",7
up视频里经常出现罗小黑杯子，视频确实也跟罗小黑有共同之处，质量高，更新慢，有助于观众修身养性，努力延长寿命看到更多更新[小电视_哭泣],5
这是一个猫界高质量up主 请点关注  谢谢[doge],5
不难想象为了拍猫咪看烟花的样子，up主至少买了只激光笔[doge][doge][脱单doge],5
@伊丽莎白鼠,5
up主是唯一一个明明在恰饭，却让我觉得讨喜的up，我个人有点怪癖，只要我看见恰饭的内容，就会对整集的内容产生不信任感，只有这个up我简直希望他可以有很多可以恰饭的机会[笑哭],5
救命！从小最喜欢的就是猫和老鼠，小时候就会想现实里猫猫和鼠鼠能不能也这样相互帮助开开心心地在一起呢，太感谢up了，算是把我小时候的幻想拍出来了,6
@啧取什么都不行啊 👴应该怎么让大数据记得👴爱看这玩意呢？,5
给你一个圆圆的东西[歪嘴][歪嘴][歪嘴],5
看完才发现这是广告……这样的广告麻烦给我来一箱好吧,5
up主太厉害了，创意、运镜、剪辑、剧情，还有布景，好多细节，配合的特别好，我不知道该怎么夸了，总之就是非常厉害！！！[脸红][脸红][脸红],5
大家都知道，猫和老鼠其实是一部纪录片,5
这……这……这必须一键三连了[支持]真棒[支持][鼓掌][鼓掌][鼓掌],6
拍得太棒了！好久没看过这么可爱的视频了,6
"感谢@造物师老王  提供的扑克牌发射器.
感谢@TTTransistor  画的插画.
视频拍的我快秃了，被两个演员害惨，希望有个圆圆的东西.
视频里的食物除了过期的都吃掉了.[doge]",6
我一向是不给恰饭视频投币的，但这次我舍不得[doge],5
这猫和老鼠真人版（额不对，真猫和老鼠版）质量太糕了！[热词系列_知识增加][热词系列_你币有了],5
刷到这个视频的我[脸红][哦呼][哦呼][哦呼][哦呼],5
开始好奇up是怎么拍下来这一切的。。。,5
有YouTuBe大神的感觉了,5
太赞了吧，这是我花两个币就能看的吗[脸红],5
好可爱[妙啊],6
哇好看的，好牛的制作好好玩的剧情！,5
道理我都懂，可是你是怎么说服猫和老鼠给你拍电影的[doge],5
这个我真得说两句，服了，真的不行，就这种视频质量，竟然只能投两个币,5
太牛了，这已经不是投两个币的问题了,5
"结尾顶端弹幕：竟然是HE
我缓缓打出一个问号，为什么你能看出来烟花射的是HE？然后想了想也不对，烟花为什么要用HE来做。最后才反应过来是那个HE[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭]",5
《关于此时热门视频前两名是两只耗子（这条视频和可汗的视频）这件事》[脱单doge],5
半夜两点，有2000多个人和我一起看猫和老鼠[doge],5
为了鼠鼠的爱情，修猫献上他两个圆滚滚的蛋蛋~[doge],5
这tm才是《猫和老鼠》“真人版”大电影[打call]完整版什么时候发布？[doge],5
奶糕的视频都是三遍起步[脱单doge],5
我想起了那只被我脱颈处死的小鼠[藏狐],5
"我寻思
今年不是鼠年呀
[doge][doge][doge]

up整个虎年[打call]",5
[Cat2_Stargazer!]看看我发现了什么！,5
这创意和制作水平都好高，这不进每周必看我真的要生气了[虎年],5
这质量，绝了,7
为什么我投了币感觉还是在白嫖？[喜极而泣],7
什么时候up买另一只猫，什么时候舔狗，啊不对，舔猫系列就结束了[doge][妙啊],5
看过氰化物那个劫匪和画家的故事没有，反正奶糕看过[doge],5
大制作[热词系列_三连][热词系列_三连][热词系列_三连],5
币比赞多也就你了[虎年],5
哇！三连都觉得白嫖系列！[热词系列_知识增加],7
兄弟们顶我上去呀，我想求一个视频结尾漫画图[捂眼][捂眼],5
甲方们，看看什么才是恰饭啊！[点赞]快来吧,5
年更up更新了！[热词系列_知识增加],5
"这时长，这质量啊。
啊啊啊啊啊啊受不鸟了～",5
好耶！是新人物！这下真就是猫和老鼠啦[热词系列_知识增加],5
大制作啊，结尾要是加个花絮就更有意思了，哈哈哈,5
2024年考古。哇怪不得播放量那么高！原来是稀世精品！,5
谢谢，看得我尸斑都淡了一圈[大哭],5
有这视频质量看什么综艺,5
@向晚大魔王 @贝拉kira @乃琳Queen @啵啵三松许哒玉米肠 哇快来看！好厉害！芜！,5
今天又刷到一次，突然发现我之前居然点了赞，刚好省下点了[doge],5
前半部分搞笑，后半部分带泪，这不比独行月球好看吗？up主牛逼,7
推销广告的第二高境界,5
[来古-注意][来古-注意],5
奶糕他爸呀 你在不更新之前的视频我就盘出浆了[妙啊],5
up主你去哪了up主，快醒醒啊up主,5
什么年更up 更新了请踢踢我[乃琳Queen_遇到困难],5
真的年更啊 糕子没有你我可怎么活啊[大哭],5
宠物演技比某些人还好,5
"动画片→纪录片→科幻片→战斗片→爱情片→美食片→魔法片[微笑]
六分半，要素过多，投了币还感觉在白嫖[妙啊]",7
六一了，要个更新不过分吧[大哭][大哭][大哭],5
牛X克拉斯 这是我在B站上见过质量最高的视频,5
绝活的，当赏的,5
@谷鸽Cloud @_凉凉吖_ 太强了我的天呐，我感觉这完善完善都能拍动画电影了,5
五月了都！！！,5
《三月的更新可能要推迟到四月了》[脱单doge],5
糕子 你倒是更新啊[脸红],5
我感觉这里弄一只花枝鼠来演肯定效果爆炸,5
都4月了，没有催的意思，主要想看看糕宝[大哭],5
梦幻的风格，充满了浪漫的气息，童话般的故事，还有这舒缓的音乐，不愧是年更的高质量视频[给心心][给心心][给心心],5
猫和老鼠看来真的是纪录片了[辣眼睛][辣眼睛],5
请问up授权给微博五行属二了吗,5
这！难道这就是传说中的B站稀有生物——SSR级高质up吗？！[doge],5
喝过六瓶好望水，个人觉得望山楂好喝，整体味道像是带点酒味的气泡水，之前也找导演小策拍过广告（误），反响也不错。我之前参加过活动送过一箱，可惜淘宝一看太贵[辣眼睛]没买第二箱,6
我愿称你为恰饭界的天花板,5
"⠀⠀
⠀⠀
⠀ ⠀我希望正在读这句话的人永远开心。
⠀
⠀",5
这广告很有趣，很记忆犹新，就喜欢这种老少皆宜的广告[呲牙],6
大制作大制作，攒了100多个币的我也忍不住投了两个[doge],5
本以为看到是猫和老鼠的故事，结尾才发现是两个舔狗的故事，最后想到，这其实是我和屏幕前的你的故事[妙啊][辣眼睛],5
好家伙，属实是为广告拍了个大电影，第一次让我心动的广告，金主爸爸赚翻了，还不给UP多发点钱？[doge],5
这个世界太疯狂了，猫都给耗子当伴娘了。,5
@流星街守夜人 快来看!好可爱[羞羞],6
新年快乐[Cat2_Nyampage][热词系列_知识增加][热词系列_红红火火],5
这个视频，不三连的人十分过分[妙啊],5
